to_project_name,grant_pool_name,from_project_name,f0_
freezingmoon,PartnerRound - 0xd0a086c37fbd20c44f3ba2cff69208d1b62f54e3 - 42161,gitcoin,1.1352730989456177
messari,retropgf2,optimism,28629.0
88-mph,GG-15,gitcoin,1.1000000000000003
lighthouse-sigp,retrofunding5,optimism,237160.421099024
dna-seq,GG-14,gitcoin,35.965614812256717
tide-protocol-fiveelementslabs,GG-15,gitcoin,3.66455
algoveraai,GG-13,gitcoin,40.741791132914408
gitcoin,PartnerRound - 0xbb8832075401e82e1a1535e6af6b3883de45a6cf - 10,gitcoin,0.32380021456629038
,PartnerRound - 618 - 42161,gitcoin,0.042277561500668526
tarot-finance,grants_season_2,optimism,675000.0
optimism,retrofunding5,optimism,431491.60347054095
project-squallet-refractor-labs,retropgf3,optimism,208696.495
infinitywallet,GG-15,gitcoin,3.5451666272206355
decent,retrofunding4,optimism,113307.933936179
nethermindeth,retropgf2,optimism,203436.0
gitcoin,GG-08,gitcoin,14.616357716026142
interest-protocol,grants_season_2,optimism,39705.0
,PartnerRound - 88 - 8453,gitcoin,0.252753347158432
,PartnerRound - 0xfd69e398d0e1b4ff78f22b6f615d1cf66a9e18e4 - 137,gitcoin,1.5922031570225954
getmint-io,retrofunding4,optimism,18389.9951713451
fractal-visions,retrofunding4,optimism,0.0
kaelzhang,contributions,opencollective,3.0
libp2p,retropgf3,optimism,1043482.475
blobscan,retropgf3,optimism,347827.48
smallbraingames,retropgf3,optimism,399998.13
gitcoin,PartnerRound - 0x7d840397ef10e6f7aff5aa0de8424e8acc51ac57 - 10,gitcoin,0.16839081421494484
,PartnerRound - 86 - 8453,gitcoin,6.0787297282367945
eoa-blockchain-labs,retropgf3,optimism,467074.93
openethereum,GG-11,gitcoin,4.70624067382015
moonwell-fi,retropgf3,optimism,191305.135
,PartnerRound - 0x08c7516e91c19d37e8638f58991fbb036c3c3e04 - 137,gitcoin,0.77771466970443726
guildxyz,retropgf3,optimism,347827.48
poppunk-llc,retropgf3,optimism,173913.74
,PartnerRound - 656 - 42161,gitcoin,1.000403881072998
lodestar-chainsafe,retropgf2,optimism,119494.5
withtally,retropgf3,optimism,347827.48
d-hedge,grants_season_2,optimism,437500.0
limechain,retropgf3,optimism,161292.81
treejer,GG-07,gitcoin,4.75
guildxyz,retropgf2,optimism,76501.5
rigo-block,retropgf2,optimism,1392.0
lighthouse-sigp,retropgf3,optimism,1043482.475
biconomy,grants_season_1,optimism,750000.0
redstone-finance,grants_season_4,optimism,70000.0
gloom-labs,retrofunding4,optimism,53015.0276679205
show-karma,retropgf3,optimism,243479.25
public-assembly,retropgf3,optimism,173913.74
alexeyraspopov,contributions,opencollective,5.0
buidlguidl,retropgf2,optimism,336261.0
teku-consensys,retropgf2,optimism,117300.0
concrete-geth-therealbytes,grants_season_4,optimism,61250.0
flipside-crypto,retropgf3,optimism,173913.74
dopedao,grants_season_2,optimism,375000.0
metagame-metafam,grants_season_4,optimism,67900.0
luncosim,PartnerRound - 62 - 10,gitcoin,1.0303255319595337
dethcrypto,retropgf2,optimism,67408.5
sherlock-audit,grants_season_4,optimism,350000.0
ambiretech,retrofunding4,optimism,0.0
coinvise,GG-14,gitcoin,1.0
synthetix,retropgf2,optimism,137830.5
weekinethnews,retropgf3,optimism,208696.495
owlto-finance,retrofunding4,optimism,99891.3191149395
decentraschool,retropgf3,optimism,0.0
hildobby,retropgf2,optimism,46756.5
solady-vectorized,retropgf2,optimism,67528.5
open-cann,PartnerRound - 0x9b9c6a72a8d7cdcc3bc244502ed4707218ce8b14 - 10,gitcoin,1.0188359022140503
soulwallet,retropgf3,optimism,347827.48
minerva-wallet-lab10-coop,CGrants - Direct,gitcoin,3810.1651435177905
brightid,CGrants - Direct,gitcoin,10938.544478975744
pharoacm,CGrants - Direct,gitcoin,688.10802687722241
freedom-of-the-press-foundation,CGrants - Direct,gitcoin,565.81022969233334
elefria-labs,CGrants - Direct,gitcoin,13795.586157889364
proof-of-humanity,CGrants - Direct,gitcoin,7355.7923100470052
metamail,CGrants - Direct,gitcoin,855.44161418732415
maven-foundation,CGrants - Direct,gitcoin,184.55790204016128
starksheet-the-candy-shop,CGrants - Direct,gitcoin,545.4161400739265
desciworlddao,CGrants - Direct,gitcoin,43.483079185000008
scopelift,CGrants - Direct,gitcoin,15950.048795172164
kernel-community,CGrants - Direct,gitcoin,154161.46758219716
vyperlang,GG-05,gitcoin,62.7045473084087
nethermindeth,GG-06,gitcoin,1286.7213039574019
ethhub-io,GG-08,gitcoin,7324.2476885168462
buidlguidl,GG-09,gitcoin,314.49846710993768
bloomnetwork,GG-09,gitcoin,1096.3229493909287
leastauthority,GG-09,gitcoin,2508.7578844578461
buidlguidl,GG-10,gitcoin,31327.221078178369
kotalco,GG-10,gitcoin,2748.7015067220023
lighthouse-sigp,GG-10,gitcoin,52648.170000787642
lifinance,GG-10,gitcoin,3454.6046960718936
pepemon-dao,GG-11,gitcoin,2950.475255693887
pharoacm,GG-11,gitcoin,1255.344935647239
upala-digital-identity,GG-11,gitcoin,3410.6656203389139
revert-finance,GG-11,gitcoin,30183.687038568783
lodestar-chainsafe,GG-11,gitcoin,19.437858898994818
ethhub-io,GG-11,gitcoin,18763.439494039638
proof-of-humanity,GG-11,gitcoin,16796.756752629277
stereum-dev,GG-12,gitcoin,2857.3977344051691
upala-digital-identity,GG-12,gitcoin,2430.3855674512479
lifinance,GG-12,gitcoin,67543.3740981986
defluencer,GG-12,gitcoin,90.627170671560009
kredeum,GG-12,gitcoin,1341.7229198445009
sourcify-ethereum,GG-12,gitcoin,22234.689411148211
revoke-cash,GG-13,gitcoin,37.999191399301914
impersonator-eth,GG-13,gitcoin,71.442810882113051
l2beat,GG-13,gitcoin,11441.393711531789
ethhub-io,GG-13,gitcoin,7507.5358161374188
learnweb3dao,GG-13,gitcoin,2536.7747167257958
prettier-solidity,GG-14,gitcoin,153.04419025301621
pepemon-dao,GG-14,gitcoin,9736.877468163415
eth-wizard-stake-house,GG-14,gitcoin,1670.4518959346424
upala-digital-identity,GG-14,gitcoin,413.99190618537637
guild-w,GG-14,gitcoin,3555.8756435069317
eth-limo,GG-14,gitcoin,15472.601224975711
lexdao,GG-15,gitcoin,4905.7486940218423
scinet-inc,GG-15,gitcoin,3786.1127390537367
0xparc,GG-15,gitcoin,19036.089098495526
phi-labs-inc,GG-15,gitcoin,68038.267826401061
scopelift,GG-17 - 0x12bb5bbbfe596dbc489d209299b8302c3300fa40,gitcoin,10270.44409365952
piethereumhardware,GG-17 - 0x12bb5bbbfe596dbc489d209299b8302c3300fa40,gitcoin,203.29221718758345
opscientia,GG-17 - 0x12bb5bbbfe596dbc489d209299b8302c3300fa40,gitcoin,535.64414519816637
fileverse,GG-17 - 0x64e5b2228ef31437909900b38fc42dd5e4b83147,gitcoin,200.77710610628128
eth-limo,GG-17 - 0xdf22a2c8f6ba9376ff17ee13e6154b784ee92094,gitcoin,1969.8044639825821
dappnode,GG-17 - 0xdf22a2c8f6ba9376ff17ee13e6154b784ee92094,gitcoin,1725.2995117306709
ethers-io,GG-17 - 0xdf22a2c8f6ba9376ff17ee13e6154b784ee92094,gitcoin,1650.0903877317905
nicenode,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,gitcoin,7049.3956548170518
statwig,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,87.569716376692185
0xfableorg,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,2623.6212395442703
jedi-swap,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,61130.4624672525
privx-exchange,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,2835.9515522903894
stableunit,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,988.620917841895
defieye,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,6120.12455849714
cosmosforhumanity,GG-18 - 0xb6be0ecafdb66dd848b0480db40056ff94a9465d,gitcoin,3372.4433652174243
treejer,GG-18 - 0xb6be0ecafdb66dd848b0480db40056ff94a9465d,gitcoin,2465.2056268851356
bonding-curves,GG-18 - 0xc5fdf5cff79e92fac1d6efa725c319248d279200,gitcoin,764.79249370412435
somos-colledge,GG-18 - 0xf591e42dfdfe8e62c2085ccaadfe05f84d89d0c6,gitcoin,607.24432692525647
publicnouns,GG-19 - 0x0f0b9d9f72c1660905c57864e79ceb409ada0c9e,gitcoin,79.978652994148433
,GG-19 - 0x3ac78e1ae5086904d53b41c747188216789f59a7,gitcoin,76737.821039205926
,GG-19 - 0x5eb890e41c8d2cff75ea942085e406bb90016561,gitcoin,147534.90278788848
,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,249005.83768495949
wizard-bridge-evm,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,4217.9394457925137
lensplay,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,2247.8352509420006
otterscan,GG-19 - 0xa1d52f9b5339792651861329a046dd912761e9a9,gitcoin,6682.6488414027936
coin-cashew,GG-19 - 0xa1d52f9b5339792651861329a046dd912761e9a9,gitcoin,3570.7161387810029
nicenode,GG-19 - 0xa1d52f9b5339792651861329a046dd912761e9a9,gitcoin,7943.1498551467166
,GG-19 - 0xa7608d95a93cc684f2719323d40cbd0f59afe7d4,gitcoin,4210.6362053857993
,GG-19 - 0xc34745b3852df32d5958be88df2bee0a83474001,gitcoin,8535.354071707181
communities-id,GG-19 - 0xc34745b3852df32d5958be88df2bee0a83474001,gitcoin,48.1581740085218
luncosim,GG-19 - 0xc34745b3852df32d5958be88df2bee0a83474001,gitcoin,361.02205797780891
idena-network,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,8878.400233545708
jedi-swap,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,57781.706166458738
vu3th,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,362.83931869037986
defieye,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,14079.789945303222
1hive,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,1556.8813427147884
opensource-observer,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,1427.3694730568673
nacion-bankless,GG-19 - 0xe168ac27b7c32db85478a6807640c8bca1220d15,gitcoin,2371.778823054085
,GG-20 - 23,gitcoin,85102.0153346133
,GG-20 - 25,gitcoin,91906.1076759863
kiwi-news-attestate,GG-20 - 25,gitcoin,1872.9600347246903
flow-state-coop,GG-20 - 25,gitcoin,5078.9875200323513
nomis-cc,GG-20 - 25,gitcoin,4048.2349024765754
lakat-os,GG-20 - 26,gitcoin,482.50134332778168
blockhead-darryl-yeo,GG-20 - 26,gitcoin,798.29510443122172
brightid,GG-20 - 26,gitcoin,12516.24703794888
eoa-blockchain-labs,GG-20 - 26,gitcoin,6119.4521054970392
defi-llama,GG-20 - 26,gitcoin,58002.538095709351
apeworx,GG-20 - 27,gitcoin,9449.5678153951358
impersonator-eth,GG-20 - 27,gitcoin,19573.007415372733
evmcrispr,GG-20 - 27,gitcoin,2812.2649935156514
ethernaut-openzeppelin,GG-20 - 27,gitcoin,27225.718087076853
solady-vectorized,GG-20 - 27,gitcoin,21340.161514357947
kolektivo,GG-20 - 29,gitcoin,235.89322845637798
greenpill-dev-guild,GG-21 - 385,gitcoin,4204.5536581136512
carboncopyrefi,GG-21 - 388,gitcoin,1863.7839464035083
defieye,GG-21 - 389,gitcoin,3940.437595595547
dfarchon,GG-22 - 608,gitcoin,174.38416501327026
quadratic-systems,GG-22 - 608,gitcoin,53.595068813841507
chaincraftgames,GG-22 - 608,gitcoin,2363.2541125133007
,GG-22 - 609,gitcoin,86868.760704262735
impersonator-eth,GG-22 - 609,gitcoin,2384.4678668551505
ethstaker,GG-22 - 610,gitcoin,27667.60964017058
zeropoolnetwork,GG-22 - 610,gitcoin,1502.3547410706842
nomis-cc,GG-22 - 610,gitcoin,18997.647139584442
geo-web,PartnerRound - 0x3e92c56dac4a262efcafce7a78381622092754fd - 10,gitcoin,370.7181320246309
gitcoin,PartnerRound - 0x4473725beb9a9d503547d2fe677f4b5aa39b68f6 - 424,gitcoin,41.679109243742438
ecosynthesisx,PartnerRound - 0x56e3ad5325f6b10e4d524731f37479d8f17153b7 - 137,gitcoin,1180.6593058486073
opensource-observer,PartnerRound - 0x5aa255d5cae9b6ce0f2d9aee209cb02349b83731 - 42161,gitcoin,4333.4384492400031
descier,PartnerRound - 0x5aa255d5cae9b6ce0f2d9aee209cb02349b83731 - 42161,gitcoin,1878.289295714736
4seascm,PartnerRound - 0x5b95acf46c73fd116f0fedadcbedf453530e35d0 - 10,gitcoin,690.65338863017837
luncosim,PartnerRound - 0x7492a8c4ed29b1f1559888bd832fae5d33e10370 - 424,gitcoin,471.50574516676096
rotki,PartnerRound - 0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc - 10,gitcoin,1362.2829838876944
banklessdao,PartnerRound - 0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc - 10,gitcoin,7704.8808220523151
mesoreefdao,PartnerRound - 0xa26d3e503c1554d64c94ef2afe943575d8648960 - 324,gitcoin,272.60451343172588
banklessdao,PartnerRound - 0xc5262fc451a72f68f83563e30126d9c1d5d77659 - 42161,gitcoin,635.51174183307262
green-digital-guardians,PartnerRound - 0xc5262fc451a72f68f83563e30126d9c1d5d77659 - 42161,gitcoin,644.19488564668086
plume-sig,PartnerRound - 0xd875fa07bedce182377ee54488f08f017cb163d4 - 10,gitcoin,6130.5087439105455
,PartnerRound - 28 - 534352,gitcoin,37.994730872567743
,PartnerRound - 47 - 8453,gitcoin,184.34286369211804
,PartnerRound - 80 - 10,gitcoin,145.770673006773
axios,contributions,opencollective,47087.640000000007
rollup,contributions,opencollective,67670.360000000015
nativesintech,contributions,opencollective,976530.6399999999
cssnano,contributions,opencollective,2374.3100000000004
treejer,CGrants - Direct,gitcoin,1191.4455453904582
rotki,GG-06,gitcoin,4527.6374687769767
vocdoni,GG-07,gitcoin,1841.4299467437841
tor-project,GG-14,gitcoin,243.52389208157663
shambadynamic,GG-17 - 0x421510312c40486965767be5ea603aa8a5707983,gitcoin,161.00541085004807
fractal-visions,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,gitcoin,1676.2913549927457
banklessdao,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,gitcoin,4724.1020095610756
mesoreefdao,GG-18 - 0xb6be0ecafdb66dd848b0480db40056ff94a9465d,gitcoin,2064.1678669106705
bloomnetwork,GG-19 - 0x5eb890e41c8d2cff75ea942085e406bb90016561,gitcoin,2124.0398036463916
dfmlabltd,GG-19 - 0x5eb890e41c8d2cff75ea942085e406bb90016561,gitcoin,971.49555515001487
lexdao,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,1957.7151927388254
eppie-io,GG-19 - 0xc34745b3852df32d5958be88df2bee0a83474001,gitcoin,848.01123285330732
protocolfun,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,529.57690893036977
grateful-protocol,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,337.55682542249548
geo-web,GG-20 - 25,gitcoin,938.26116665695429
wagmifund,GG-20 - 25,gitcoin,365.14438858024585
,GG-21 - 383,gitcoin,33859.933852702416
ecosynthesisx,GG-21 - 388,gitcoin,3015.1678163273118
useweb3,GG-21 - 389,gitcoin,3322.2825121910296
theforus,GG-21 - 389,gitcoin,21.547310022637248
torquefi,GG-22 - 608,gitcoin,254.29022219377038
decentraschool,GG-22 - 608,gitcoin,4004.708199013593
therougeproject,GG-22 - 608,gitcoin,38.878826824075077
buidlguidl,GG-22 - 609,gitcoin,10277.93137534129
defieye,PartnerRound - 0x59d79b22595b17af659ce9b03907615f53742c57 - 42161,gitcoin,1307.6593869708479
attentionadsqap,PartnerRound - 0x5b95acf46c73fd116f0fedadcbedf453530e35d0 - 10,gitcoin,560.27954431417459
datonic,PartnerRound - 0x7492a8c4ed29b1f1559888bd832fae5d33e10370 - 424,gitcoin,1869.768352692914
ecosynthesisx,PartnerRound - 12 - 42161,gitcoin,153.57029375433922
curvegrid-multibaas,PartnerRound - 4 - 1329,gitcoin,803.67975611544944
orbitdb,contributions,opencollective,31201.04
mattn,contributions,opencollective,3636.39
atlantis-world-core,grants_season_4,optimism,87500.0
delegatexyz,retropgf3,optimism,173913.74
distributed-press,GG-09,gitcoin,67.129496244096359
evmcrispr,GG-09,gitcoin,93.616704712949812
dethcrypto,GG-12,gitcoin,1156.1647784182385
weekinethnews,GG-13,gitcoin,1134.4180036918278
cosmosforhumanity,GG-15,gitcoin,342.44270360787152
cosmosforhumanity,GG-17 - 0x6e8dc2e623204d61b0e59e668702654ae336c9f7,gitcoin,23.379435241222382
mesoreefdao,GG-18 - 0x9331fde4db7b9d9d1498c09d30149929f24cf9d5,gitcoin,1.0998899936676025
f3-buidlers,GG-18 - 0xb6be0ecafdb66dd848b0480db40056ff94a9465d,gitcoin,280.45536592862527
function03-labs,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,611.1971665489325
kredeum,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,273.18443872319983
attentionadsqap,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,382.09429731550375
lexdao,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,282.35251696178148
descier,GG-20 - 39,gitcoin,2552.0483482416257
mystic-garden,GG-22 - 608,gitcoin,405.16040182380408
ethereum-attestation-service,GG-22 - 609,gitcoin,7740.2984738566811
green-digital-guardians,PartnerRound - 5 - 10,gitcoin,314.41843582317233
tokio-rs,contributions,opencollective,235795.78999999998
0xdeadlist,CGrants - Direct,gitcoin,162.996029761926
easpulse,CGrants - Direct,gitcoin,14.249999999999998
evmcrispr,GG-13,gitcoin,60.791321111283267
zenguardxyz,GG-15,gitcoin,2.6491049999999996
opendataforweb3,GG-17 - 0x905efbabe2d52cd648fadfafcec8d6c8c60f7423,gitcoin,468.48306821286678
kolektivo,GG-17 - 0xaa40e2e5c8df03d792a52b5458959c320f86ca18,gitcoin,67.971317797899246
mechanism-institute,GG-19 - 0x0f0b9d9f72c1660905c57864e79ceb409ada0c9e,gitcoin,129.77624152321368
dragverse,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,467.17882595302729
open-web-academy,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,274.79389761623531
asteriskdao,GG-20 - 39,gitcoin,1836.5726325525684
show-karma,GG-22 - 636,gitcoin,2192.0892469406549
,PartnerRound - 0x29e43278861ca84e74aa95acb215a8b447b9b751 - 10,gitcoin,16.442799122072756
trusted-seed,missions_season_4,optimism,142500.0
filosofiacodigo,CGrants - Direct,gitcoin,4.84745432080173
cadcad-org,GG-04,gitcoin,2006.4532
spaghetteth,GG-11,gitcoin,12.764477306958755
clrfund,GG-15,gitcoin,89.5895716521749
upchain-lbc-team,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,2192.305811564539
ekonavi,GG-21 - 388,gitcoin,1110.2543196306133
openbuildxyz,GG-21 - 44,gitcoin,2704.0474826517734
lodestar-chainsafe,GG-22 - 610,gitcoin,3654.2009097276136
banklessdao,GG-22 - 642,gitcoin,733.76935999594423
sphinx-chugsplash,retropgf2,optimism,41952.0
alasdao,GG-12,gitcoin,46.052654227918829
defluencer,GG-13,gitcoin,79.318255631406885
definomics-labs,GG-17 - 0x9e669c0a6e075f14ba9d9d98c3580ad67e20ec38,gitcoin,36.869329214096069
icdevsorg,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,5397.7430226584665
voicedeck,GG-21 - 386,gitcoin,4240.74802733622
talent-dao,PartnerRound - 0xc5262fc451a72f68f83563e30126d9c1d5d77659 - 42161,gitcoin,99.169802488713074
,PartnerRound - 108 - 8453,gitcoin,1.2715869760140777
,PartnerRound - 634 - 42161,gitcoin,22.428825054317713
foundry,retropgf2,optimism,223009.5
useweb3,GG-14,gitcoin,60.938284749605046
endangeredtokens,GG-14,gitcoin,35.877453882979523
blockhead-darryl-yeo,GG-17 - 0x8aa06b3b8cac2970857f4e0fd78f21dc01aade94,gitcoin,68.8217716217041
ethdominicana,GG-17 - 0xaa40e2e5c8df03d792a52b5458959c320f86ca18,gitcoin,69.930300235748291
fabdaotw,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,376.13771083723975
kolektivo,GG-21 - 388,gitcoin,1857.8357918625163
,PartnerRound - 0xaf747088f870f9153ad88174731d8b50a057544f - 424,gitcoin,1.8328353605636361
1hive,GG-06,gitcoin,485.998446602576
teku-consensys,GG-08,gitcoin,2974.4162267127135
solidity-ethereum,GG-09,gitcoin,0.98
pool-together,GG-09,gitcoin,113.85389125137694
daocoa,GG-19 - 0xe60a569ec8aac2045d9fda306dc2a16cc1e52a90,gitcoin,1916.9462063313865
tradao-xyz,GG-20 - 25,gitcoin,244.72198871201945
rantomdotapp,GG-21 - 389,gitcoin,435.03440399576806
,PartnerRound - 0xeda108dc8e15f27d3e382ebcd4f0759268f78fe9 - 42161,gitcoin,72.800400970154442
,PartnerRound - 453 - 42161,gitcoin,6.4574453830718994
voicedeck,GG-20 - 28,gitcoin,5617.2506148992488
,PartnerRound - 0x0f2b2ea681b38786f1d147b655cc8e0434712e5a - 424,gitcoin,2889.9662356376648
dna-seq,PartnerRound - 453 - 42161,gitcoin,2.047741174697876
ether-actor-iainnash,retropgf3,optimism,0.0
cosmosforhumanity,CGrants - Direct,gitcoin,68.215445249999988
iberoam,GG-17 - 0x6e8dc2e623204d61b0e59e668702654ae336c9f7,gitcoin,64.222917377948761
dspytdao,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,350.0853956356201
,PartnerRound - 0x1b96ad9da78cf768e9b5f0bb508cecc3d353d740 - 42161,gitcoin,342.21717302582306
iberoam,PartnerRound - 0x9b9c6a72a8d7cdcc3bc244502ed4707218ce8b14 - 10,gitcoin,107.68716962174224
punk-domains,retrofunding4,optimism,23022.5685570595
orbiter-finance,retropgf2,optimism,10045.5
turbo-eth,retropgf3,optimism,173913.74
,PartnerRound - 88 - 10,gitcoin,2.7519447579979897
gpad-lab,CGrants - Direct,gitcoin,27.003974620000005
decentragora,GG-10,gitcoin,7.5291610981179709
ethereum-burn-stats-mohamedmansour,GG-13,gitcoin,47.751670672497063
shenanigandapp,GG-15,gitcoin,157.02300117991368
lighthouse-sigp,GG-02,gitcoin,2590.0
luncosim,GG-19 - 0x911ae126be7d88155aa9254c91a49f4d85b83688,gitcoin,56.614914923964534
,PartnerRound - 13 - 137,gitcoin,6.8429497480392456
omni-x-nft,retrofunding4,optimism,37043.5999707364
prysmaticlabs,GG-02,gitcoin,4957.0
spaghetteth,GG-09,gitcoin,0.850214704438625
ethglobal,retropgf3,optimism,888471.43
epoberezkin,contributions,opencollective,11792.04
proots-foundation,CGrants - Direct,gitcoin,54.568607488000005
linkdrophq,retrofunding4,optimism,23201.698398508
algoveraai,GG-14,gitcoin,119.04350186145012
crypto-jobs-crawler,GG-15,gitcoin,36.103524830603448
figs999-basic-dog-meme,retrofunding4,optimism,6610.38060597394
llamafolio,retropgf3,optimism,196134.715
plancker-labs,GG-17 - 0x859faeaa266ba13bd1e72eb6dd7a223902d1adfe,gitcoin,27.065636038780212
beethoven-x,grants_season_1,optimism,500000.0
hausdao,GG-15,gitcoin,120.99355549343367
descier,GG-21 - 384,gitcoin,32.762662768363953
vu3th,GG-15,gitcoin,176.48373560303318
metadatalabs,GG-17 - 0x64e5b2228ef31437909900b38fc42dd5e4b83147,gitcoin,20.328161776065826
0xbcamp,grants_season_4,optimism,56215.25
ethereumcolombia,GG-14,gitcoin,89.788643892692335
bwarelabs,retropgf2,optimism,3327.0
,PartnerRound - 0xdf0e4247a86660c126f6350036ce0def6b50ac2c - 424,gitcoin,2.0364345908164978
eco-mint,CGrants - Direct,gitcoin,219.6541649165
myseelia,GG-17 - 0x8aa06b3b8cac2970857f4e0fd78f21dc01aade94,gitcoin,365.95926070213318
xtuc,contributions,opencollective,8846.34
walletconnect,GG-14,gitcoin,1.0
luncosim,PartnerRound - 6 - 8453,gitcoin,7.7958951145410538
basexhq,GG-17 - 0x8aa06b3b8cac2970857f4e0fd78f21dc01aade94,gitcoin,73.415559530258179
fusion-drum-n-bass,GG-04,gitcoin,50.0
forta-network,retropgf2,optimism,16312.5
defi-wonderland,retrofunding5,optimism,102326.742783344
gitcoin,PartnerRound - 0x75871a1a865116f4665012748dcf42147849e753 - 10,gitcoin,4.2557827923446894
defi-llama,grants_season_2,optimism,375000.0
snapshot-labs,GG-13,gitcoin,4.0
optimystics,retropgf3,optimism,104348.265
,PartnerRound - 35 - 534352,gitcoin,0.13558158837258816
defi-africa-network,retropgf3,optimism,64502.865
chaineresearch,CGrants - Direct,gitcoin,9.45776159137
ethernautdao,grants_season_4,optimism,43750.0
atxdao,CGrants - Direct,gitcoin,1.20038428
,PartnerRound - 12 - 137,gitcoin,1.3679978251457214
sablier,retrofunding4,optimism,0.0
pool-together,GG-15,gitcoin,1.0
mirror,retropgf3,optimism,486443.72
impersonator-eth,retropgf3,optimism,253788.85
summer-fi,retrofunding4,optimism,4030.59723102907
buidlerstech,GG-17 - 0xaa40e2e5c8df03d792a52b5458959c320f86ca18,gitcoin,6.9041708707809448
commons-stack,retropgf3,optimism,243479.25
alchemyplatform,retropgf3,optimism,260870.61
gitcoin,PartnerRound - 0x956ee46ebc31cbde40dc234bf2d503462416787a - 424,gitcoin,1.5980288982391357
scryprotocol,retrofunding4,optimism,6288.92139458466
plancker-labs,retropgf3,optimism,69565.51
smoldapp,retropgf3,optimism,313044.76
commonsbuild,retropgf3,optimism,208696.495
candide-labs,retropgf2,optimism,56833.5
safe-global,grants_season_2,optimism,625000.0
,PartnerRound - 0x55e3ff2966fbad6a4322d2b9223be77dca9b89d3 - 10,gitcoin,1.9992873668670654
pwnfinance,retropgf3,optimism,130435.305
alloy-rs,retropgf3,optimism,271305.44
dmailofficial,retrofunding4,optimism,280971.790510996
wise-crowds-liberating-structures,CGrants - Direct,gitcoin,2.0
nested,grants_season_3,optimism,375000.0
plebbit,GG-14,gitcoin,4.483
wighawag,retropgf3,optimism,347827.48
,PartnerRound - 39 - 8453,gitcoin,1.9969629049301147
lifinance,retrofunding4,optimism,866801.126632725
holograph,retrofunding4,optimism,205099.280877256
commons-stack,grants_season_4,optimism,70000.0
pods-media,retrofunding4,optimism,92833.1978849066
streamethorg,retrofunding4,optimism,12137.0736639471
tokenengineeringcommunity,retropgf3,optimism,173913.74
proxifydao,CGrants - Direct,gitcoin,1.0
nifty-kit,retrofunding4,optimism,19758.4917862508
l2planet,retropgf2,optimism,10267.5
wighawag,GG-05,gitcoin,13.327980017270111
vmex-finance,retropgf3,optimism,0.0
ipsilon,retropgf2,optimism,35296.5
open-web-academy,GG-19 - 0x79115c9114055f16bb5b0e9bbfa450844d0fcb3a,gitcoin,2.65765643119812
blocknative,grants_season_4,optimism,52500.0
dappradar,retropgf3,optimism,267559.355
filosofiacodigo,retropgf3,optimism,51873.255
grandinetech,retrofunding5,optimism,214333.73056824302
